"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"973490875","81D4F94B63E4F91AD2AF9CE6692329E1","svarstad","svarstad","https://www.tripadvisor.com/Profile/svarstad","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg","Oslo","No","5","","Worthits Michelin star","Excellent food and service for a party of 5. Very attentive personnel. Fresh local products and rather inventive. Very nice presentation","0","","FAMILY","2024-10-31","2024-10-11","2024-10-11","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r973490875-Stallen-Oslo_Eastern_Norway.html"
"944272036","C3A0D67B933DE25D86AEB8B4B1B3F9D9","Brooke M","BrookeM652","https://www.tripadvisor.com/Profile/BrookeM652","https://media-cdn.tripadvisor.com/media/photo-s/02/b4/d6/d3/brooke-m.jpg","","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","A Fantastic Dinner and Experience!","A fantastic dinner and precious restaurant!  The service is impeccable, the food interesting and stunning, and the chefs are wonderful and so sweet,  along with our server. It's a small, cozy restaurant and we were so grateful  for the wonderful and kind service and experience.  The value compared to what you receive is spot on. A very welcome experience on a long food trip in Europe!","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/bb/b9/0f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/bb/b9/10/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/bb/b9/11/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/bb/b9/12/caption.jpg","FRIENDS","2024-03-31","2024-03-28","2024-03-28","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r944272036-Stallen-Oslo_Eastern_Norway.html"
"926584098","78FDBD23F768A2D2F1C90A896869DA2E","xnicolebx","xnicolebx","https://www.tripadvisor.com/Profile/xnicolebx","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg","Boston","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","Still thinking about this meal.","This meal was easily one of the best I’ve ever eaten. We had the vegetarian version of the pre fixe menu with the nonalcoholic drink paring.  It was remarkable.  Hearty yet refined, every attention to detail noted. The drink paring was also so creative with house made and unique juices and teas. I will be daydreaming about this meal for a long time.  ","0","https://media-cdn.tripadvisor.com/media/photo-w/2a/d9/5e/be/caption.jpg","COUPLES","2023-11-30","2023-11-19","2023-11-19","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r926584098-Stallen-Oslo_Eastern_Norway.html"
"870341649","3EB3D91ABDB8C8BC48F2AC01CBF4003B","Ktabmarsden","ktabmarsden","https://www.tripadvisor.com/Profile/ktabmarsden","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/ce/default-avatar-2020-7.jpg","Yorkshire","No","5","","A triumph!","Simply an amazing meal, which started with seven, yes seven, amuse bouche, all delectable, especially the smoked beetroot parcel with eel cream.  Dish after dish followed, each a triumph and accompanied by a provenance story which testified to the philosophy of the restaurant.  When embarking on a 10+ tasting menu there is always a course just not to your taste, not here...even the courses you would not normally order were superb (e.g. tongue).  Even more impressive that the team delivered such a fantastic meal from a kitchen smaller than my own at home.  Can't recommend highly enough.","0","","COUPLES","2022-12-31","2022-12-01","2022-12-01","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r870341649-Stallen-Oslo_Eastern_Norway.html"
"820345569","903DE8949AB79C22009599F6F24588BE","Ørjan T","o_mathis_t","https://www.tripadvisor.com/Profile/o_mathis_t","https://media-cdn.tripadvisor.com/media/photo-o/15/60/3e/cd/caption.jpg","Oslo","No","5","Value: 5
Service: 5
Food: 5","It's on fire","In a somewhat anonymous building you will find a relatively new restaurant. The eatery is almost a bit secluded, but it is revealed that something good is in store when you are greeted by a fire pit. A fire pan that gives a good welcome with both smell and warmth. We were well received by the staff. We were also lucky when we got to sit closest to the open kitchen. This evening we were served a 16-course meal and we included a wine package to get the most out of it. And here we are talking fine dining of the highest class. We were taken on a culinary journey with local food. The sommelier had also done her part to find wine that went perfectly with the various dishes. The place is intimate. The chefs come out with the dishes and enthusiastically tell about each dish. And I would argue that each dish is almost a work of art. All the way down to the smallest detail.

In terms of price, this is not a place you go often. But here you pay for quality and experience. Set aside the whole evening, sit back and enjoy. We'll be back. We are absolutely sure of that. This is a gem!","0","","NONE","2021-11-30","2021-11-28","2021-11-28","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r820345569-Stallen-Oslo_Eastern_Norway.html"
"771226567","366069FFE7AC33396FFCEB66471AFC92","StianO01","StianO01","https://www.tripadvisor.com/Profile/StianO01","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","","No","5","","Destination in Oslo","High price class but food and service makes it a great deal anyways. This place is perfect for you who have visitors from abroad who you want to experience what true Nordic cuisine is all about.
Locally sourced products, great wines and service. 
Fine dining at its best. Won’t be surprised if a Michelins star would be close!","2","","BUSINESS","2020-09-30","2020-09-20","2020-09-20","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r771226567-Stallen-Oslo_Eastern_Norway.html"
"719705623","4D9C4E83FC9902F262901443118202DA","Christoffer A","67christoffera","https://www.tripadvisor.com/Profile/67christoffera","https://media-cdn.tripadvisor.com/media/photo-s/06/b3/d4/31/christoffer-a.jpg","","No","5","","Attentive to the details","It's all the small details that sums up to the perfect dinner. This place has it all. 

Great dishes with a lot of thought behind 'em. Building blocks of taste hitting your senses. Lavishly presented by chefs, sommeliers and waiters lining up with information pieces on all parts of the specific dish. Mushroom and vegetables from another dimension, truly fantastic reindeer and sweets that bring you back to summertime at your grandmother's cottage. 

Truly inspiring. We'll meet again. 

","0","","FRIENDS","2019-10-31","2019-10-19","2019-10-19","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r719705623-Stallen-Oslo_Eastern_Norway.html"
"715270570","44CAAB25A8F501B8DAAB12E7E563DABD","Aleksander J","809aleksanderj","https://www.tripadvisor.com/Profile/809aleksanderj","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","Osteras","No","5","","One of the best restaurants in Oslo","We were presented with a truly amazing 20 course menu that represents the best of locally sourced ingredients. 

The atmosphere in this old horse stable is intimate and one of a kind. 

Definitely worth a visit!","3","","COUPLES","2019-10-31","2019-10-04","2019-10-04","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r715270570-Stallen-Oslo_Eastern_Norway.html"
"947401521","A854990F88B1C59A9659E3FFF4A9324E","Hosle63","Hosle63","https://www.tripadvisor.com/Profile/Hosle63","https://media-cdn.tripadvisor.com/media/photo-o/08/09/48/ba/samia-e.jpg","","No","5","","Amazing!!!","Fantastic experience in every way! The welcome, the food, the service and the location. Small intimate place, perfect for enjoying food and good conversation. Every little dish (17 including amouse bouche and palate cleanser) was perfection, both in taste and presentation! Be good and full too!","0","","FRIENDS","2024-04-30","2024-04-19","2024-04-18","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r947401521-Stallen-Oslo_Eastern_Norway.html"
"940194073","53ABB12CCDC0F0283F1D6FCBC448D1A2","Tom-Erik Falla","tomerikf693","https://www.tripadvisor.com/Profile/tomerikf693","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/b3/56/09/tom-erik-f.jpg","","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","Party night in the middle of the week!","This place has been on our wish list for a while and finally we found the opportunity (on a Wednesday in the middle of the week!) and it really was a party night. The venue is very pleasant, few tables, high ceilings and absolutely no intrusive music. We sat right next to the small kitchen where the ""magic arts"" were performed; very fun to ""follow along"". The dishes (just under 15, with small and large) were served at a relaxed pace, by waiters (and chefs) who knew what was being served. No for granted everywhere, that!

The wine pairing was thoughtfully put together; 6 out of 7 wines I had never heard of, but all tasted excellent. I would like to object that the wine menu was in the most expensive tier (and the pour somewhat modest), but never mind, never mind - don't detract from that, certainly sensible! The dinner party had non-alcoholic pairings; here certain variants were more ""interesting"", so to speak. But these were also skillfully presented.

There were beautiful glasses throughout, as well as serving plates, chips etc. - lots of fun. And the food was consistently comparable to some of the best we have been served! In addition to the fact that the dishes were a feast for the eyes!

We are leaving the stable on the wish list for a return visit!","0","","COUPLES","2024-02-29","2024-02-29","2024-02-29","en","Stallen","19086260","https://www.tripadvisor.com/ShowUserReviews-g190479-d19086260-r940194073-Stallen-Oslo_Eastern_Norway.html"
