"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"971106913","9EEB0CDE67672AF31C8B1CDB9AEF5362","Vacationer454397","Vacationer454397","https://www.tripadvisor.com/Profile/Vacationer454397","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","London","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","Lovely setting, excellent food","Simple, fresh, excellent food with attentive, professional service in this unique, small restaurant occupying a patio planted with olive trees by the hotel's wine cellar. Be sure not to miss the dessert. 

Great value for the star. Could easily be 2.","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/5b/f5/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/5b/f6/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/5b/f7/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/5b/f8/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/5b/f9/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/5b/fa/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/5b/fb/caption.jpg","SOLO","2024-09-30","2024-09-24","2024-09-23","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r971106913-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"961991720","746949AFB11FBEE938EDF319EAB7CACC","Kim P","kimpJ1473UH","https://www.tripadvisor.com/Profile/kimpJ1473UH","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","Visit Restaurant Patio now. 1 Michelin star - great value for money and high quality food","Amazing experience. We were fortunate to get a table with short notice - book online. Food, ambience, waiter … everything of highest quality. We will go there again. Visit also the bar at the hotel’s (Margi) pool areas before and after.","0","https://media-cdn.tripadvisor.com/media/photo-w/2c/fa/c0/97/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/fa/c0/98/caption.jpg","FAMILY","2024-07-31","2024-07-28","2024-07-28","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r961991720-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"959103875","A0FF1EF5ACEF37459B8C824B03DF9D96","ekmekaki","ekmekaki","https://www.tripadvisor.com/Profile/ekmekaki","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","Athens","No","5","Value: 5
Service: 5
Food: 5
Atmosphere: 5","Amazing experience!!","I had recently the exciting experience to visit Patio restaurant and taste its menu degustation. The restaurant is located in a private space within one of the most prestigious hotels in Athens, The Margi hotel. The atmosphere was peaceful and relaxing while the served dishes were delicious! The highlights of our menu degustation is the bread (mind blowing!!) and the fish soup (one of the signature dishes of the restaurant); we loved the fact that all products in the menu are produced in private farm of The Margi hotel; huge turn to sustainability!! Last but not least, we enjoyed the professionalism of service team; being friendly but professional and ready to assist  it was an contributing factor that made our experience extravagant !! It's a MUST VISIT restaurant when being in Athens!!!","0","","FAMILY","2024-07-31","2024-07-12","2024-07-11","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r959103875-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"678554328","2AAC04096774553A5E152F0AA059E4C7","pchatzi2017","pchatzi2017","https://www.tripadvisor.com/Profile/pchatzi2017","https://media-cdn.tripadvisor.com/media/photo-o/17/71/9d/84/caption.jpg","Athens","No","5","Value: 4
Service: 5
Food: 5","Upper class dining","I was plesantly surprised by the dishes. The restaurant is actually a... patio, not loud at all and the chef is usually there to pay attention to the relatively small ""clientelle"". The result is rather fulfilling!","2","","COUPLES","2018-07-31","2019-06-03","2019-06-03","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r678554328-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"629379024","2F95146A5EE1A88E7BA9C6FEF5D63B93","Shakes_Bakes","Shakes_Bakes","https://www.tripadvisor.com/Profile/Shakes_Bakes","https://media-cdn.tripadvisor.com/media/photo-o/15/35/ee/85/shakes-bakes.jpg","Tel Aviv","No","5","","Great food","Great food, great service inexpensive as Hotel restaurants wise, sitting by the pool makes it most romantic  ","2","","COUPLES","2018-10-31","2018-10-29","2018-10-29","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r629379024-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"583062697","3D660B4B153FDAFFFCF3A262D01729F7","Cara W","carawinterbottom","https://www.tripadvisor.com/Profile/carawinterbottom","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","Cape Town","No","5","","Wonderful introduction to Greek cuisine","We visited the Patio on our first day in Greece, and chose the Greek degustation menu with wine pairing.
The food was delicious, subtle and beautifully presented. The wine was very fine and well matched. Memorable dishes include an amuse bouche with white chocolate and caviar, a savoury strawberry soup, sea urchin mousse, and lobster with a savoury fruit salad.
The service was efficient, warm and knowledgeable. Polydoros, our waiter, was lovely. Hearing that we were headed to Santorini, he took the time to give us great advice about locations and food, wine to experience there.
We had a wonderful evening and loved every moment of it.","0","","COUPLES","2018-05-31","2018-05-27","2018-05-27","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r583062697-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"517575989","1EB8F59F9AAB9F3ACA51E1A13D50DB08","Dave D","D622XAdaved","https://www.tripadvisor.com/Profile/D622XAdaved","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/1e/7d/e9/caption.jpg","Hamden","No","5","","Oh my Gid","Let me begin by saying that I have dined at some of the finest restaurants all over the world

But what I experienced last night was the most unbelievable dinning of my life

The tasting menu was superb divine 
Elegant is  there  any other words I can use to describe what happened to me last night

OH MY GOD

course after course it got better and better

The service was top notch

But the food did I mention the food

Don't miss this one of a kind restaurant 

I was at Daniel in ny city 2 months ago

Mr Boloud you need to come get some lessons from
Panagiotis  Giakalis

He blows your place away

Not even close

The truth

Dave","2","","COUPLES","2017-08-31","2017-08-26","2017-08-25","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r517575989-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"510916606","6A491B65E94E017313A9008E1E09A0D1","mimilvp","mimilvp","https://www.tripadvisor.com/Profile/mimilvp","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","New York City","No","5","","The Best 😘","This was by far probably the best food I have ever had. I highly recommend this experience. 
Everything unique and special. Delicious food from their own farm. We cant wait to return to enjoy this amazing cuisine again. Bravo Patio!
🥂🍷
","1","","COUPLES","2017-07-31","2017-08-10","2017-08-10","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r510916606-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"506741591","89E261DD4532582EA0B437671F7ADAED","evamariaz630","evamariaz630","https://www.tripadvisor.com/Profile/evamariaz630","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","London","No","5","","a poetic experience","the food was poetic. the chef did true magic with the tasteful ingredients, combinations, menu and presentation. the most perfect intimate restaurant in the southern suburbs of athens. ","2","","SOLO","2017-07-31","2017-07-29","2017-07-29","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r506741591-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
"504375416","325DC2A054D12EEE9A6BD8B105A0F44B","Liana P","lianap743","https://www.tripadvisor.com/Profile/lianap743","https://media-cdn.tripadvisor.com/media/photo-o/15/d2/75/42/caption.jpg","New York City","No","5","","Amazing food, fantastic service, overall an unforgettable experience","My boyfriend and I had dinner here with my mother and her friend and we were so thrilled with our experience. We had their Greek (left side) 6-course tasting menu with the Greek wine pairings - the meal started with an aperitif of 4 different small delicious treats and then a sundried strawberry and hazelnut amuse-bouche paired with a sparkling rose wine, moved onto a sea urchin dish, a choice of scallops or lobster (I had the lobster, which was served with the best mango/mint/other things I can't remember salad I've ever tasted), a cod dish (my favorite) which they served with their aged sourdough and homemade olive oil (definitely going home with a few bottles, you can't buy them online!!), an amazing lamb sous vide, a selection of Greek cheeses, and ending with a millefeuille and cherry sorbet. The dishes were consistently delicious, the presentation was beautiful, the wine pairings were 100% on point, and our server Zacharias was attentive and informative and made us feel comfortable and at home.

For anyone living in or visiting this area, I cannot sing my praises loudly enough for this restaurant. The ONLY critique I can offer is that the Margi does not promote this restaurant enough. Also, the restaurant is only open during the summer and only on weekdays, but it is still quite new (2 years old I believe) and my hope is that they will gain more well-deserved popularity and attract a broader clientele which may allow them to stay open during peak weekend hours. Their style of dining is not for everyone, but for the price and quality this should be a destination for couples and groups of adults looking for an exciting, sophisticated night out and a meal that is more art than food. I recently ate at L'Espadon at the Ritz in Paris (2 Michelin stars) and La Tour d'Argent (1 Michelin star) and while I am no food critic, the meal I had last night at Patio was a very close rival, if not better in some respects, and CERTAINLY better in terms of the price.

12/10 would dine here again.","3","","COUPLES","2017-07-31","2017-07-22","2017-07-22","en","Patio","10523457","https://www.tripadvisor.com/ShowUserReviews-g562635-d10523457-r504375416-Patio-Vouliagmeni_East_Attica_Region_Attica.html"
