"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"953760993","16C62B018E35D9ACACAF231CEAA2D096","sfoeuroflyer","sfoeuroflyer","https://www.tripadvisor.com/Profile/sfoeuroflyer","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","No","5","","A magical restaurant","Hands down the finest food I have ever had in many trips to Japan.  Exquisite in all dimensions.  Simply the most gracious gentile service one could imagine.  Chef Matsuo is a genius able to adhere to the grand traditions of kai-seki while at the same time adding small wrinkles and surprises.  He has three Michelin stars and Kashiwaya delivers on that promise of excellence.","1","","BUSINESS","2024-05-31","2024-06-04","2024-06-04","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r953760993-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"946927058","7803C56A2F5B137D7A12D21E862B25C8","Jack","JackRE2017","https://www.tripadvisor.com/Profile/JackRE2017","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","","No","5","","Unassuming location; great dinner","Picture a residential neighborhood where you would probably not start a restaurant; then picture a street in that neighborhood where you would be quite unlikely to start a restaurant. That is however precisely where this three-star restaurant is located. The philosophy behind it all, just as the fully zen private dining rooms with tatami mats - I assume - is the full and undivided focus should be on the dinner. And: it delivered. The food is season bound and, at times, surprising. While some of the dishes we had were ‘just’ great Japanese food, two of the twelve dishes we had were truly magnificent. 

With respect to the  sake and wine pairing we had; the sake was lovely (as a non-sake expert) and we enjoyed the wine (although other Michelin star restaurants may certainly have better wines).","1","","COUPLES","2024-04-30","2024-04-16","2024-04-16","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r946927058-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"875605569","D09BF5A101851B1492DF5D77B927A452","AG Dill","ashabot2000","https://www.tripadvisor.com/Profile/ashabot2000","https://media-cdn.tripadvisor.com/media/photo-o/25/75/8a/71/ashabot2000.jpg","Sacramento","No","5","","Worth the detour!  A lovely lunch in Osaka","We had a wonderful lunch at Kashiwaya.  The service was exceptional from the moment we walked through the door.  We were led to a private room where we were served dish after dish of beautiful and delicious plates in perfect tune with the terroir of the Osaka region.  

The menu follows traditional Kaiseki format and our servers kindly explained the significance of the different components in each dish as it relates to the current season.  We made our reservation on the MyConcierge website (my first time doing this) and everything went very smoothly.  We have eaten at several 3 star Kaiseki restaurants and this ranks highly among them.  Definitely worth the detour!!!","2","https://media-cdn.tripadvisor.com/media/photo-w/27/e9/c7/32/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/27/e9/c7/31/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/27/e9/c7/30/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/27/e9/c7/2f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/27/e9/c7/2e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/27/e9/c7/2d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/27/e9/c7/2c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/27/e9/c7/2b/caption.jpg","COUPLES","2023-01-31","2023-01-19","2023-01-18","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r875605569-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"711835114","A16A9DC1F263451E95E58039613B6669","O Tter","309neil","https://www.tripadvisor.com/Profile/309neil","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","London","No","5","Value: 3
Service: 5
Food: 5","Fabulous","I have developed the theory that very good restaurants are frequently divisive. There will be many diners that love a good restaurant and leave glowing reviews. Others will simply not like the concept and, having potentially paid a very great deal of money for an experience that did not hit the spot, will leave poor reviews. Looking at a couple of recent reviews for Kashiwaya, it seems that this is the case here.

For my part, this is one of the best restaurants that I have eaten in. As my son said, it would almost be worth the journey from London to Osaka simply to visit this restaurant. It is expensive but, equally, you get what you pay for.

As far as I could see, the restaurant comprises a collection of private dining rooms and we were shown to a delightful space upstairs. Decoration is traditional Japanese with cloth covered walls and a tatami mat floor. The table was close to the floor but was placed over a pit (for want of a better expression ) into which your legs went, so that you could sit very comfortably on the floor.

The service is superb with an amazing sense of ceremony. Each time we were visited, typically by two or three of the staff, the door was slid open and they bowed outside before making their way to the table to serve us. Two of the staff members spoke a fair to good level of English and were perfectly well able to explain the various different courses and sake.

The food is exceptional and fully deserving of three Michelin stars. Inevitably I enjoyed some course more than others but all were good. I especially like the 'moon' theme than ran through the dinner and inspired many of the courses.","3","","NONE","2019-09-30","2019-09-22","2019-09-22","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r711835114-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"675650495","3684883092991D31F5558568D5310A5E","Natakrit N.","Natakrit","https://www.tripadvisor.com/Profile/Natakrit","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg","","No","3","","1 star at most","I went to this restaurant after another 3 stars restaurant Hajime, which I was very happy with. So I expected some surprising tastes and textures but it was a disappointment.  The food didn't worth a detour nor flying to dine here. The food tasted just like it looked. I mean raw fish tastes like raw fish but I expected them to do something with the ingredients and turned out to be something unexpected in terms  of flavors and textures. They tried to serve the best seasonal ingredients using Japanese cooking. No offense but you can imagine authentic Japanese cooking, which tend not to add much flavor to ingredients resulting in very mild flavor food, which I could have it elsewhere in Kyoto. I expected more than this from 3 stars Michelin and I know what kind restaurants to look for now. I love to be excited and surprised. 

So if you want an above average authentic Japanese restaurant, this restaurant maybe for you but if you  are looking for something surprising, it's not for you. The decorations were like small old Japanese room and 2 small tables, which could only fit 2 persons and it was a little bit uncomfortable for me but I like how it's a private room. Also it's about 4,200 yen taxi drive from Namba.

The dish I enjoyed the most was in the attachments. It's called Mizumono - Fruit balls with honey jelly. It was a very fun dish with different flavors of peeled fruit balls.","0","https://media-cdn.tripadvisor.com/media/photo-w/17/9f/ff/24/kashiwaya.jpg","COUPLES","2019-05-31","2019-05-22","2019-05-22","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r675650495-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"625916261","E406F6C2E242658CD68A16643FB97256","JFenton1","JFenton1","https://www.tripadvisor.com/Profile/JFenton1","https://media-cdn.tripadvisor.com/media/photo-o/1b/e3/a7/a4/caption.jpg","Los Angeles","No","2","","So sad...","Of all the Michelin Star restaurants in Tokyo, Kyoto and Osaka, this was the restaurant we were most excited about. I’m really bummed to have to write this review... On paper, 3 Michelin Stars, Relais Chateaux, $400 per person... It sounded like the meal of a lifetime, right? NOT. The restaurant has many rooms, most of which are tatami floor seating style. We were led to what looked like an interrogation room with a table large enough for 10 people, 2 Western chairs, no artwork on the walls and dated decor. Not even old charm Japanese, just old and frankly creepy. No music and the incessant sliding door opening and closing with a rusted metallic sound... We were totally creeped out. We had to start playing a little background music from our phones to get a some kind of atmosphere. Rude of us? Maybe, but I swear, the room had this awful fluorescent lighting, not at all the “cocoon feel” I had read about in the reviews. 
THE FOOD: just plain boring. No flavors, nothing exciting at all. Is the Chef so well known that he keeps getting the ratings he received 20 years ago? 
The sake/wine tasting at $90 per person consisted of $12 bottles anyone could find at the corner supermarket. Not good at all. 
Service was lovely. Therefore my giving the place 2 stars. 

We walked out of there, thanked everyone politely and burst into laughter once in the taxi. Never have I spent $900 on a meal for 2 that was so below average. Not to mention the restaurant is a 45 minute drive from the center of Osaka. 

SO DISAPPOINTING. ","4","","COUPLES","2018-10-31","2018-10-17","2018-10-17","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r625916261-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"607288411","AFC1F5272D7EEDF82281700D6C017AB9","Martin L","N1711RAmartinl","https://www.tripadvisor.com/Profile/N1711RAmartinl","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/a9/default-avatar-2020-50.jpg","","No","5","Value: 4
Service: 5
Food: 5","Wonderful experience","With the presentation and preparation techniques used it's easy to understand why they were awarded Michelin stars, staff are wonderful, restaurant is lovely, very enjoyable","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/14/2d/d6/26/one-of-many-courses.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/14/2d/d4/10/a-delicate-dish-with.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/14/2d/d6/8d/one-of-many-courses.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/14/2d/d5/0c/one-of-many-courses.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/14/2d/d3/88/the-entrance.jpg","COUPLES","2018-05-31","2018-08-17","2018-08-17","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r607288411-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"582321080","0C7B124C1EB94D40F02E122F596883ED","mike g","B2724PNmikeg","https://www.tripadvisor.com/Profile/B2724PNmikeg","https://media-cdn.tripadvisor.com/media/photo-o/0a/9a/1a/33/mike-g.jpg","Burleigh Heads","No","5","Value: 5
Service: 5
Food: 5","""you will experience a harmonious culinary meditation appealing to almost all the senses""","in other words, this will be one of the most memorable meals you will ever eat. why? let me count the ways:

(1) the peaceful setting in a traditional tatami mat room (with a seat and room for legs below the just-above-floor-level table, for the less flexible or more long-legged among us) in a traditional house incongruously next to a freeway in an otherwise quiet mid-north osaka neighbourhood.

(2) the gracious and welcoming greeting on arrival - and, depending on how busy they are, possibly even from grand chef hideaki matsuo and/or his wife proprietress katsuko matsuo.

(3) the unobtrusive, professional yet empathetic service throughout the time at kashiwaya - in our case, for all four hours of our visit.

(4) and, of course, that ""harmonious culinary meditation"" befitting of a restaurant with those coveted three michelin stars...all 12 courses so beautifully designed for the eye, so carefully prepared for the fragrance and flavour and texture. 

we were fortunate enough to have visits from the head chef and proprietress during our meal. they kindly explained the back stories involved in choosing the food items and combinations, the preparation and presentation - and the relationship with topics ranging from historical  traditions to the season and even the day's weather.

in the TripAdvisor article i wrote following a visit a year ago i explained more about the back stories and a little bit about the head chef's relationship with food when he's not at the restaurant, so i won't repeat those details here (like his favourite food, and what he does if he's invited out for a meal which wasn't as good as it might have been). 

in the attached photo montages of our lunch, i've included the menu we enjoyed - ""Aotsuyu - rain dropping among leaves"" and indeed it was lightly raining that day. 

this was only my second three-michelin-star restaurant experience (the other was in paris). but it certainly was an experience to savour, in all senses of the word.","0","https://media-cdn.tripadvisor.com/media/photo-o/13/0b/1c/36/gourmet-dining-on-12.jpg
https://media-cdn.tripadvisor.com/media/photo-o/13/0b/1c/3f/it-s-hard-to-go-back.jpg","FRIENDS","2018-05-31","2018-05-23","2018-05-23","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r582321080-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"574908703","80DBAA1FAD800D92D312A62172E78CC6","Catywli","Catywli","https://www.tripadvisor.com/Profile/Catywli","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg","Hong Kong","No","4","","Tranquil environment with delicate food and wine","We were late for dinner for almost an hour due to terrible traffic jam. I called the restaurant first and luckily they did not cancel our booking. We were well received when arrived and led to a big room. I was surprised as there was only two of us. We were served by 2 waitresses and one of them explained the ingredients of every dish. It was so peaceful in the room and we could not hear any noise outside. The course we chosen was named “Spring morning”. The food was nicely placed on utensils which became pieces of beautiful artwork.  I must mention the  wine pairing. It was a surprise that red wine was also on the list yet a terrific match with Japanese food. My only comment is that if I were a vegetarian, the food was unbeatable. So, if some meat could be added in the course, that would be perfect.","0","","FRIENDS","2018-04-30","2018-04-22","2018-04-22","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r574908703-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
"570927266","019D189DF8113F4E66838A2805BA615F","Dag I","97dagi","https://www.tripadvisor.com/Profile/97dagi","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","Kristiansand","No","5","Value: 5
Service: 5
Food: 5","Brilliant and exotic three star Michelin restaurant","Three star restaurants in Japan are always surprising. Either they are chock full of molecular experiments and nordic inspiration (from Noma), or they are very close to something like the traditional Keiseki. This is clearly in the latter category. Al guest are given private rooms, and all are served a set menu consisting of 12-14 courses. A drinking pairing consisting mostly of top notch sake is highly recommended. Tables are traditional in the low style, but there is room for legs underneath, so have no fear of sitting straight on the floor. The food is served at a calm pace, brought by three waiters in traditional dresses. Food is traditional, praising the spring and cherry blossoming when we were there, but with some interesting twists. The whole seance takes almost three hours, but gee how fast time passes. At 90000 + yen for two persons, it is not exactly cheap, but this is not the place to visit if you are on a tight budget. However, if you are interested in how fascinating traditional japanese food can be, this is really a place to book.","0","","COUPLES","2018-03-31","2018-04-04","2018-04-03","en","Kashiwaya","9621651","https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r570927266-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html"
